					
					
0					
0	7				
1	-1				
2	19				
3	32				
4	-1				
7	45				
8	57				
10	70				
24	160				
25	180				
26	188				
27	196				
28	266				
29	274				
36	337				
31	294				
33	306				
37	350				
38	360				
51	425				
56	449				
57	458				
63	490				
80	574				
81	576				
91	586				
95	608				
100	670				
110	713				
112	730				
113	744				
116	767				
117	772				
118	773				
119	769				
120	777				
122	788				
123	810				
124	810				
125	810				
126	810				
127	810				
128	832				
129	834				
130	836				
131	846				
132	861				
133	867				
134	875				
135	893				
136	896				
137	905				
138	911				
140	926				
141	942				
142	955				
143	963				
144	969				
145	975				
146	983				
end					
					
1					
1	0	138	253	253	11
1	61	0	255	133	13
1	0	0	61	34	13
1	0	45	49	130	8
4	149	0	253	144	39
4	161	162	253	253	34
4	77	162	139	251	41
4	79	82	139	143	37
4	80	3	139	62	40
4	0	0	61	251	35
end					
