14	0	42	0	3	-1	-1	-1	-1	255	40000	500000	
14	0	42	0	3	-1	-1	-1	-1	1	40000	500000	
14	0	42	0	3	-1	-1	-1	-1	2	40000	500000	
14	0	42	0	3	-1	-1	-1	-1	3	40000	500000	
14	0	42	0	6	-1	-1	-1	-1	255	40000	500000	
14	0	42	0	6	-1	-1	-1	-1	1	40000	500000	
14	0	42	0	6	-1	-1	-1	-1	2	40000	500000	
14	0	42	0	6	-1	-1	-1	-1	3	40000	500000	
14	0	42	0	7	-1	-1	-1	-1	255	40000	500000	
14	0	42	0	7	-1	-1	-1	-1	1	40000	500000	
14	0	42	0	7	-1	-1	-1	-1	2	40000	500000	
14	0	42	0	7	-1	-1	-1	-1	3	40000	500000	
14	0	42	0	4	-1	-1	-1	-1	255	40000	500000	
14	0	42	0	4	-1	-1	-1	-1	1	40000	500000	
14	0	42	0	4	-1	-1	-1	-1	2	40000	500000	
14	0	42	0	4	-1	-1	-1	-1	3	40000	500000	
14	0	42	0	5	-1	-1	-1	-1	255	40000	500000	
14	0	42	0	5	-1	-1	-1	-1	1	40000	500000	
14	0	42	0	5	-1	-1	-1	-1	2	40000	500000	
14	0	42	0	5	-1	-1	-1	-1	3	40000	500000	
14	0	42	0	3	6	-1	-1	-1	255	80000	500000	
14	0	42	0	3	6	-1	-1	-1	1	40000	500000	
14	0	42	0	3	6	-1	-1	-1	2	40000	500000	
14	0	42	0	3	6	-1	-1	-1	3	40000	500000	
14	0	57	0	3	-1	-1	-1	-1	255	40000	500000	
14	0	57	0	3	-1	-1	-1	-1	1	40000	500000	
14	0	57	0	3	-1	-1	-1	-1	2	40000	500000	
14	0	57	0	3	-1	-1	-1	-1	3	40000	500000	
14	0	57	0	6	-1	-1	-1	-1	255	40000	500000	
14	0	57	0	6	-1	-1	-1	-1	1	40000	500000	
14	0	57	0	6	-1	-1	-1	-1	2	40000	500000	
14	0	57	0	6	-1	-1	-1	-1	3	40000	500000	
14	0	57	0	7	-1	-1	-1	-1	255	40000	500000	
14	0	57	0	7	-1	-1	-1	-1	1	40000	500000	
14	0	57	0	7	-1	-1	-1	-1	2	40000	500000	
14	0	57	0	7	-1	-1	-1	-1	3	40000	500000	
14	0	57	0	4	-1	-1	-1	-1	255	40000	500000	
14	0	57	0	4	-1	-1	-1	-1	1	40000	500000	
14	0	57	0	4	-1	-1	-1	-1	2	40000	500000	
14	0	57	0	4	-1	-1	-1	-1	3	40000	500000	
14	0	57	0	5	-1	-1	-1	-1	255	40000	500000	
14	0	57	0	5	-1	-1	-1	-1	1	40000	500000	
14	0	57	0	5	-1	-1	-1	-1	2	40000	500000	
14	0	57	0	5	-1	-1	-1	-1	3	40000	500000	
14	0	57	0	3	6	-1	-1	-1	255	80000	500000	
14	0	57	0	3	6	-1	-1	-1	1	40000	500000	
14	0	57	0	3	6	-1	-1	-1	2	40000	500000	
14	0	57	0	3	6	-1	-1	-1	3	40000	500000	
