					
					
12	221	2	
12	231	3	
12	241	4	
12	251	5	
12	261	6	
12	145	7	
12	288	8	
12	151	9	
14	13	10	
12	15	12	
14	189	14	
14	190	14	
14	309	18	
14	310	19	
14	311	20	
14	312	21	
14	316	25	
14	317	27	
14	22	30	
14	31	31	
14	42	32	
14	14	33	
14	364	34	
12	401	35	
100	-1	13	
101	-1	17	
102	-1	28	
13	31	39	
14	466	40	
14	467	41	
14	468	41	
14	470	42	
14	477	43	
14	16	44	
14	498	45	
14	44	46	
14	41	47	
20	94	48	
13	53	41	
13	52	42	
13	467	43	
13	466	44	
13	468	45	
12	404	46	
12	405	46	
12	406	46	
end					
