			
			
			
			
0	13	64	
1	13	65	
2	13	80	
3	13	106	
4	13	123	
5	13	113	
6	13	114	
7	13	115	
8	13	20	
9	13	39	
10	13	76	
11	13	77	
12	13	78	
13	13	107	
14	13	109	
15	13	110	
16	13	111	
17	13	112	
18	13	122	
19	13	163	
20	13	164	
21	13	165	
22	13	166	
23	13	472	
24	13	473	
25	13	474	
26	13	475	
27	13	128	
28	13	129	
29	13	130	
30	13	131	
31	13	132	
32	13	133	
33	13	134	
34	13	177	
35	13	178	
36	13	179	
37	13	476	
38	12	267	
39	12	266	
40	12	130	
41	12	131	
42	12	132	
43	12	133	
44	12	134	
45	12	135	
46	12	278	
47	12	283	
48	12	284	
49	12	285	
50	12	286	
51	12	287	
52	13	469	
53	13	470	
54	13	268	
55	12	449	
56	12	480	
57	12	154	
58	12	457	
59	13	6	
60	12	29	
end			
