0																					
0	0																				
1	0																				
2	0																				
3	0																				
4	0																				
5	0																				
6	0																				
0	1																				
1	1																				
2	1																				
3	1																				
4	1																				
5	1																				
6	1																				
0	2																				
1	2																				
2	2																				
3	2																				
4	2																				
5	2																				
6	2																				
0	3																				
1	3																				
2	3																				
3	3																				
4	3																				
5	3																				
6	3																				
0	4																				
1	4																				
2	4																				
3	4																				
4	4																				
5	4																				
6	4																				
0	5																				
1	5																				
2	5																				
3	5																				
4	5																				
5	5																				
6	5																				
0	6																				
1	6																				
2	6																				
3	6																				
4	6																				
5	6																				
6	6																				
0	7																				
1	7																				
2	7																				
3	7																				
4	7																				
5	7																				
6	7																				
end																					
1																					
11	0																				
12	0																				
13	0																				
14	0																				
15	0																				
21	0																				
22	0																				
23	0																				
24	0																				
25	0																				
31	0																				
32	0																				
33	0																				
34	0																				
35	0																				
41	0																				
42	0																				
43	0																				
44	0																				
45	0																				
11	1																				
12	1																				
13	1																				
14	1																				
15	1																				
21	1																				
22	1																				
23	1																				
24	1																				
25	1																				
31	1																				
32	1																				
33	1																				
34	1																				
35	1																				
41	1																				
42	1																				
43	1																				
44	1																				
45	1																				
11	2																				
12	2																				
13	2																				
14	2																				
15	2																				
21	2																				
22	2																				
23	2																				
24	2																				
25	2																				
31	2																				
32	2																				
33	2																				
34	2																				
35	2																				
41	2																				
42	2																				
43	2																				
44	2																				
45	2																				
11	3																				
12	3																				
13	3																				
14	3																				
15	3																				
21	3																				
22	3																				
23	3																				
24	3																				
25	3																				
31	3																				
32	3																				
33	3																				
34	3																				
35	3																				
41	3																				
42	3																				
43	3																				
44	3																				
45	3																				
11	4																				
12	4																				
13	4																				
14	4																				
15	4																				
21	4																				
22	4																				
23	4																				
24	4																				
25	4																				
31	4																				
32	4																				
33	4																				
34	4																				
35	4																				
41	4																				
42	4																				
43	4																				
44	4																				
45	4																				
11	5																				
12	5																				
13	5																				
14	5																				
15	5																				
21	5																				
22	5																				
23	5																				
24	5																				
25	5																				
31	5																				
32	5																				
33	5																				
34	5																				
35	5																				
41	5																				
42	5																				
43	5																				
44	5																				
45	5																				
11	6																				
12	6																				
13	6																				
14	6																				
15	6																				
21	6																				
22	6																				
23	6																				
24	6																				
25	6																				
31	6																				
32	6																				
33	6																				
34	6																				
35	6																				
41	6																				
