20	235	80	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76	
20	236	81	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77	
20	237	82	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78	
20	165	-1	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	165	-1	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	165	-1	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	168	-1	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	
20	168	-1	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	
20	168	-1	67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	
20	171	-1	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	
20	171	-1	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	
20	171	-1	67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	
20	172	-1	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	
20	172	-1	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	
20	172	-1	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	
20	175	-1	65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	
20	175	-1	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	
20	175	-1	67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	
20	177	-1	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	
20	177	-1	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	
20	177	-1	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	
20	179	-1	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	
20	179	-1	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	
20	179	-1	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	
20	182	-1	65	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	
20	182	-1	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	
20	182	-1	67	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	
20	186	-1	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	
20	186	-1	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	
20	186	-1	67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	
20	188	-1	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	
20	188	-1	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	
20	188	-1	67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	
20	189	-1	65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	
20	189	-1	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	
20	189	-1	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	
20	191	-1	65	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	
20	191	-1	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	
20	191	-1	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	
20	193	-1	65	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	
20	193	-1	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	
20	193	-1	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	
20	234	-1	65	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	
20	234	-1	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	
20	234	-1	67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	
