0																					
0	"2025-11-13 08:00"	"2026-03-26 08:00"	780	-1																	
1	"2026-02-19 08:00"	"2026-06-25 08:00"	780	-1																	
2	"2026-06-04 08:00"	"2026-10-15 08:00"	780	-1																	
end																					
																					
1																					
0	6827	
end																					
																					
2																					
0	1	0	910	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
0	2	0	920	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
0	3	0	930	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
0	4	0	940	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
0	5	0	950	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
0	6	0	1000	14	14	30	14	13	30	14	42	30	14	467	30	13	510	30	14	371	30
0	7	0	1010	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
0	8	0	1020	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
0	9	0	1030	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
0	10	0	1040	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
0	11	0	1050	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
0	12	0	1100	14	14	40	14	13	40	14	42	40	14	467	40	13	510	40	14	371	40
0	13	0	1110	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
0	14	0	1120	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
0	15	0	1130	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
0	16	0	1140	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
0	17	0	1150	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
0	18	0	1200	14	14	50	14	13	50	14	42	50	14	467	50	13	510	50	14	371	50
1	1	0	910	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
1	2	0	920	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
1	3	0	930	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
1	4	0	940	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
1	5	0	950	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
1	6	0	1000	14	14	30	14	13	30	14	42	30	14	467	30	13	510	30	14	371	30
1	7	0	1010	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
1	8	0	1020	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
1	9	0	1030	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
1	10	0	1040	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
1	11	0	1050	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
1	12	0	1100	14	14	40	14	13	40	14	42	40	14	467	40	13	510	40	14	371	40
1	13	0	1110	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
1	14	0	1120	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
1	15	0	1130	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
1	16	0	1140	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
1	17	0	1150	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
1	18	0	1200	14	14	50	14	13	50	14	42	50	14	467	50	13	510	50	14	371	50
2	1	0	910	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
2	2	0	920	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
2	3	0	930	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
2	4	0	940	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
2	5	0	950	14	14	5	14	13	5	14	42	5	14	467	5	13	510	5	14	371	5
2	6	0	1000	14	14	30	14	13	30	14	42	30	14	467	30	13	510	30	14	371	30
2	7	0	1010	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
2	8	0	1020	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
2	9	0	1030	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
2	10	0	1040	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
2	11	0	1050	14	14	7	14	13	7	14	42	7	14	467	7	13	510	7	14	371	7
2	12	0	1100	14	14	40	14	13	40	14	42	40	14	467	40	13	510	40	14	371	40
2	13	0	1110	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
2	14	0	1120	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
2	15	0	1130	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
2	16	0	1140	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
2	17	0	1150	14	14	10	14	13	10	14	42	10	14	467	10	13	510	10	14	371	10
2	18	0	1200	14	14	50	14	13	50	14	42	50	14	467	50	13	510	50	14	371	50
end																					
