												
												
0	
0	28	20	95	"Spider_Slot"	"Spider_Artifact"	6084						
end												
												
1												
0	1	1	20	96	189980							
0	2	2	20	97	182000							
0	3	3	20	98	147000							
0	4	4	20	99	147000							
0	5	5	20	100	16800							
0	6	6	20	101	16800							
0	7	6	20	102	420	
end												
2												
0	1	1	0	0	150000
0	1	2	0	0	150000
0	1	3	0	0	150000
0	1	4	0	0	150000
0	1	1	1	0	25000
0	1	1	2	0	25000
0	1	1	3	0	25000
0	1	1	4	0	25000
0	1	2	2	0	25000
0	1	2	3	0	25000
0	1	2	4	0	25000
0	1	3	3	0	25000
0	1	3	4	0	25000
0	1	4	4	0	25000
0	1	1	1	1	7500
0	1	1	1	2	7500
0	1	1	1	3	7500
0	1	1	1	4	7500
0	1	1	2	2	7500
0	1	1	2	3	7500
0	1	1	2	4	7500
0	1	1	3	3	7500
0	1	1	3	4	7500
0	1	1	4	4	7500
0	1	2	2	2	7500
0	1	2	2	3	7500
0	1	2	2	4	7500
0	1	2	3	3	7500
0	1	2	3	4	7500
0	1	2	4	4	7500
0	1	3	3	3	7500
0	1	3	3	4	7500
0	1	3	4	4	7500
0	1	4	4	4	7500
0	2	5	0	0	130000
0	2	6	0	0	130000
0	2	7	0	0	130000
0	2	8	0	0	130000
0	2	9	0	0	130000
0	2	5	5	0	14667
0	2	5	6	0	14667
0	2	5	7	0	14667
0	2	5	8	0	14667
0	2	5	9	0	14667
0	2	6	6	0	14667
0	2	6	7	0	14667
0	2	6	8	0	14667
0	2	6	9	0	14667
0	2	7	7	0	14667
0	2	7	8	0	14666
0	2	7	9	0	14666
0	2	8	8	0	14666
0	2	8	9	0	14666
0	2	9	9	0	14666
0	2	5	5	5	3715
0	2	5	5	6	3715
0	2	5	5	7	3715
0	2	5	5	8	3715
0	2	5	5	9	3715
0	2	5	6	6	3715
0	2	5	6	7	3715
0	2	5	6	8	3715
0	2	5	6	9	3715
0	2	5	7	7	3715
0	2	5	7	8	3714
0	2	5	7	9	3714
0	2	5	8	8	3714
0	2	5	8	9	3714
