0										
0	49	"Debenter"	1	1																				
1	49	"Uruk Mountain"	1	1																				
2	49	"Nars"	1	1																				
3	50	"Ferea"	1	1																				
4	51	"Nixies Lake"	1	1																				
5	66	"Old Kethotum"	1	1																				
6	52	"Deep Dungeon 1"	1	1																				
7	53	"Deep Dungeon 2"	1	1																				
8	54	"Deep Dungeon 3"	1	1																				
9	55	"Deep Dungeon 4"	1	1																				
10	56	"Deep Dungeon 5"	1	1																				
11	57	"Swamp of Darkness"	1	1																				
12	58	"Cubera Mines"	1	1																				
13	58	"Cubera Mines(deserted)"	1	1																				
14	59	"Abyss1"	1	1																				
15	60	"Abyss2"	1	1																				
16	61	"Abyss3"	1	1																				
17	62	"Scorched Canyon(lower)"	1	1																				
18	62	"Scorched Canyon(upper)"	1	1																				
19	63	"Crimson Flame's Icarus"	1	1																				
20	64	"Temple of Arnil"	1	1																				
21	65	"Gray Aida"	1	1																				
22	67	"Burning Kethotum"	1	1																				
23	68	"Kanturu Under Area"	1	1
24	69	"Ignis Volcano"	1	1
25	70	"Blood Tarkan"	1	1	
26	71	"Tormenta Island"	1	1														
27	72	"Twisted Karutan"	1	1														
28	73	"Kardamahal Temple"	1	1													
29	74	"Swamp of Destruction"	1	1													
30	75	"Aquila Sanctuary"	1	1														
31	76	"Forgotten Raklion"	1	1													
end																		
1																		
0	0	95	0	1	180	87	206	107	50	80	198	75	190	98	20	104	436	417
1	0	95	0	2	218	68	247	100	50	80	205	76	239	83	21	104	436	417
2	0	95	0	3	227	30	248	63	50	80	210	57	242	39	22	104	436	417
3	0	95	0	4	52	3	70	27	50	80	51	37	60	12	23	104	436	417
4	0	95	0	5	108	3	127	22	50	80	118	29	118	10	24	104	436	417
5	0	95	1	1	26	49	43	71	50	80	50	67	33	60	19	103	436	417
6	0	95	1	2	22	17	37	35	50	80	45	32	27	25	19	106	436	417
7	0	95	1	3	74	49	103	71	50	80	109	56	84	61	19	101	436	417
8	0	95	1	4	217	6	232	28	50	80	214	34	224	15	19	100	436	417
9	0	95	1	5	198	1	212	22	50	80	187	15	204	14	19	99	436	417
10	1	100	0	1	87	60	108	84	25	88	118	67	96	70	25	90	451	417
11	1	100	0	2	67	118	88	139	107	225	94	130	76	131	108	225	459	417
12	1	100	0	3	203	206	223	225	107	225	216	195	213	217	109	225	459	417
13	1	100	0	4	157	46	171	66	212	31	152	48	165	55	213	31	455	417
14	1	100	0	5	198	103	215	123	212	31	184	105	207	114	214	31	455	417
15	1	100	1	1	76	87	96	108	25	88	102	110	85	94	24	91	451	417
16	1	100	1	2	99	191	118	207	107	225	122	209	107	199	107	226	459	417
17	1	100	1	3	170	184	189	200	107	225	165	206	180	192	107	227	459	417
18	1	100	1	4	155	75	172	89	212	31	180	89	164	82	212	32	455	417
19	1	100	1	5	189	125	209	142	212	31	184	120	202	133	212	33	455	417
20	2	110	0	1	80	23	95	48	127	29	107	21	87	34	128	29	496	417
21	2	110	0	2	69	217	90	242	34	198	62	228	79	230	35	198	500	417
27	2	110	1	3	122	193	136	206	213	194	143	207	129	197	215	193	488	417
23	2	110	0	4	220	24	240	41	213	194	212	41	227	32	216	193	488	417
24	2	110	0	5	114	78	130	93	127	29	131	71	119	86	128	29	496	417
25	2	110	1	1	88	5	103	20	127	29	109	19	94	11	127	30	496	417
26	2	110	1	2	10	126	24	143	34	198	28	143	17	133	34	199	500	417
22	2	110	0	3	112	227	129	244	213	194	136	230	120	234	213	195	488	417
28	2	110	1	4	207	98	224	114	213	194	222	91	217	106	213	196	488	417
29	2	110	1	5	121	49	139	65	127	29	116	44	130	61	127	30	496	417
30	3	112	0	1	178	204	192	228	190	183	187	193	184	216	202	155	519	509
31	3	112	0	2	5	225	23	246	82	226	34	235	15	237	83	226	517	509
32	3	112	0	3	206	51	221	68	221	137	226	61	213	60	231	143	511	509
33	3	112	0	4	174	63	192	81	190	130	170	57	185	73	203	155	519	509
34	3	112	0	5	17	49	32	65	107	67	23	42	24	56	108	67	513	509
35	3	112	1	1	162	184	180	202	190	183	186	192	171	193	201	156	519	509
36	3	112	1	2	24	173	39	191	82	226	32	198	31	181	82	227	517	509
37	3	112	1	3	134	8	150	27	107	67	156	31	142	19	231	144	511	509
38	3	112	1	4	132	131	152	152	190	130	152	120	141	142	201	157	519	509
39	3	112	1	5	109	10	128	27	107	67	118	37	119	19	107	68	513	509
40	4	113	0	1	47	6	65	24	47	118	54	32	56	16	25	118	524	522
41	4	113	0	2	194	96	206	110	149	85	207	88	200	99	150	85	528	522
42	4	113	0	3	130	145	148	164	149	85	118	159	136	156	151	85	528	522
43	4	113	0	4	228	121	242	142	149	85	214	146	232	130	152	85	528	522
44	4	113	0	5	135	5	152	21	149	85	137	31	144	14	153	85	528	522
45	4	113	1	1	9	14	23	31	47	118	32	27	18	22	24	119	524	522
46	4	113	1	2	223	4	238	20	149	85	226	28	230	14	149	86	528	522
47	4	113	1	3	72	229	90	245	149	85	73	218	78	236	149	87	528	522
48	4	113	1	4	170	208	185	227	149	85	194	212	181	216	149	88	528	522
49	4	113	1	5	190	8	204	25	149	85	184	28	197	20	149	89	528	522
50	5	135	0	1	222	133	244	156	214	133	214	145	232	144	121	19	656	650
51	5	135	0	2	27	2	49	23	126	60	38	29	37	11	124	19	650	650
52	5	135	0	3	228	5	248	28	126	60	221	20	237	16	127	19	650	650
53	5	135	0	4	6	122	25	145	103	146	32	132	16	133	130	19	652	650
54	5	135	0	5	49	194	70	217	103	170	39	209	59	206	133	19	652	650
55	5	135	1	1	208	180	231	201	214	133	218	165	219	189	121	22	656	650
56	5	135	1	2	2	58	21	77	126	60	13	46	12	67	124	22	650	650
57	5	135	1	3	221	51	241	73	126	60	231	39	231	63	127	22	650	650
58	5	135	1	4	5	93	20	114	103	146	27	105	13	102	130	22	652	650
59	5	135	1	5	9	199	27	222	103	170	35	213	18	210	133	22	652	650
60	6	116	0	1	36	179	56	197	121	138	55	172	48	185	121	125	542	561
61	6	116	0	2	14	223	29	240	121	138	30	220	20	231	122	125	542	561
62	6	116	0	3	89	234	103	249	140	138	110	233	98	242	123	125	542	561
63	6	116	0	4	207	206	221	222	140	138	199	214	214	214	124	125	542	561
64	6	116	0	5	233	159	248	173	140	138	222	167	241	165	125	125	542	561
65	6	116	1	1	4	167	18	180	121	138	13	158	9	173	120	126	542	561
66	6	116	1	2	72	207	87	225	121	138	75	195	81	215	120	127	542	561
67	6	116	1	3	159	234	170	247	140	138	161	226	164	240	120	128	542	561
68	6	116	1	4	235	219	246	234	140	138	228	224	240	225	120	129	542	561
69	6	116	1	5	233	174	248	185	140	138	223	178	239	179	120	130	542	561
70	7	117	0	1	9	99	22	118	120	110	27	110	13	105	124	122	546	562
71	7	117	0	2	69	22	80	35	120	110	65	33	73	27	125	122	546	562
72	7	117	0	3	137	49	149	63	143	121	132	59	143	55	126	122	546	562
73	7	117	0	4	162	18	174	31	143	121	161	13	167	24	127	122	546	562
74	7	117	0	5	216	113	229	126	143	121	209	117	223	119	128	122	546	562
75	7	117	1	1	46	120	60	133	120	110	60	116	53	126	124	123	546	562
76	7	117	1	2	51	6	61	18	120	110	54	25	55	10	124	124	546	562
77	7	117	1	3	131	12	143	23	143	121	146	22	136	17	124	125	546	562
78	7	117	1	4	195	44	207	58	143	121	191	53	202	51	124	126	546	562
79	7	117	1	5	212	84	222	99	143	121	209	96	218	92	124	127	546	562
