																								
																								
0																								
0	13	31	0	1	14	13	5	14	14	5	14	22	1	12	15	1	-1	-1	-1	5000000	500000	13	4	0
1	13	31	1	1	14	13	2	14	14	2	14	22	1	12	15	1	-1	-1	-1	1000000	500000	13	5	0
end																								
1																								
0	14	477	0	1	14	466	10	14	13	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000000	1000000	12	471	0
end																								
2																								
0	14	467	1	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150000	700000	0						
1	14	467	3	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300000	700000	1						
2	14	467	5	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	450000	700000	1						
3	14	467	7	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	600000	700000	1						
4	14	467	9	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	750000	700000	1						
5	14	467	11	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	900000	700000	1						
6	14	467	13	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1050000	700000	1						
7	14	467	15	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200000	700000	1						
8	14	467	15	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1350000	700000	1						
9	14	467	15	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1500000	700000	1						
10	14	468	1	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1750000	700000	2						
11	14	468	2	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000000	700000	2						
12	14	468	3	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2250000	700000	2						
13	14	468	4	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2500000	700000	2						
14	14	468	5	14	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3000000	700000	2						
end																								
3																								
1	14	470	5																					
2	14	470	5																					
3	14	470	5																					
4	14	470	5																					
5	14	470	5																					
6	14	470	5																					
7	14	470	5																					
8	14	470	5																					
end																								
4																								
0	12	471	11	1	14	498	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	483	0
1	12	471	12	1	14	498	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	483	0
2	12	471	13	1	14	498	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	483	0
3	12	471	14	1	14	498	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	483	0
4	12	471	15	1	14	498	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	483	0
5	12	483	11	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	75	0
6	12	483	12	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	75	0
7	12	483	13	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	75	0
8	12	483	14	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	75	0
9	12	483	15	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	75	0
10	12	484	11	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	75	0
11	12	484	12	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	75	0
12	12	484	13	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	75	0
13	12	484	14	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	75	0
14	12	484	15	1	14	510	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	75	0
15	12	75	11	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	83	0
16	12	75	12	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	83	0
17	12	75	13	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	83	0
18	12	75	14	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	83	0
19	12	75	15	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	83	0
20	12	76	11	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	83	0
21	12	76	12	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	83	0
22	12	76	13	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	83	0
23	12	76	14	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	83	0
24	12	76	15	1	20	84	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	83	0
25	12	83	11	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	93	0
26	12	83	12	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	93	0
27	12	83	13	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	93	0
28	12	83	14	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	93	0
29	12	83	15	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	93	0
30	12	84	11	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	93	0
31	12	84	12	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	93	0
32	12	84	13	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	93	0
33	12	84	14	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	93	0
34	12	84	15	1	20	119	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	93	0
35	12	93	11	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	51	0
36	12	93	12	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	51	0
37	12	93	13	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	51	0
38	12	93	14	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	51	0
39	12	93	15	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	51	0
40	12	94	11	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	51	0
41	12	94	12	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	51	0
42	12	94	13	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	51	0
43	12	94	14	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	51	0
44	12	94	15	1	20	253	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	51	0
45	12	51	11	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	53	0
46	12	51	12	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	53	0
47	12	51	13	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	53	0
48	12	51	14	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	53	0
49	12	51	15	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	53	0
50	12	52	11	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	53	0
51	12	52	12	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	53	0
52	12	52	13	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	53	0
53	12	52	14	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	53	0
54	12	52	15	1	20	276	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	53	0
55	12	53	11	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	55	0
56	12	53	12	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	55	0
57	12	53	13	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	55	0
58	12	53	14	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	55	0
59	12	53	15	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	55	0
60	12	54	11	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	600000	12	55	0
61	12	54	12	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	700000	12	55	0
62	12	54	13	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	800000	12	55	0
63	12	54	14	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	900000	12	55	0
64	12	54	15	1	20	409	1	14	13	20	14	14	20	12	15	1	14	22	1	0	1000000	12	55	0
end																								
5																								
2	12	484	100	
3	12	76	100																					
4	12	84	100																					
5	12	94	100																					
6	12	52	100																					
7	12	54	100																				
8	12	56	100																						
end																								
6																						
0	13	4	70	1	14	13	30	14	14	30	14	22	10	12	15	1	-1	-1	-1	100000000	500000	20	247	0
1	13	5	70	1	14	13	30	14	14	30	14	22	10	12	15	1	-1	-1	-1	100000000	500000	-1	-1	-1
end																								
7																								
1	20	248	900000	
1	20	249	100000	
end																								
